"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1943","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","29.0","","","","1"
"1944","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","25.8","","","","1"
"1945","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","24.5","","","","1"
"1946","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","25.3","","","","1"
"1947","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","17.9","","","","1"
"1948","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","29.2","","","","1"
"1949","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","23.5","","","","1"
"1950","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","32.0","","","","1"
"1951","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","27.5","","","","1"
"1952","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","32.8","","","","1"
"1953","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","25.8","","","","1"
"1954","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","20.0","","","","1"
"1955","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","19.1","","","","1"
"1956","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","26.9","","","","1"
"1957","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","19.4","","","","1"
"1958","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","27.8","","","","1"
"1959","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","25.9","","","","1"
"1960","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","26.1","","","","1"
"1961","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","13.7","","","","1"
"1962","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","33.4","","","","1"
"1963","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","27.4","","","","1"
"1964","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","32.2","","","","1"
"1965","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","36.6","","","","1"
"1966","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","32.0","","","","1"
"1967","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","34.0","","","","1"
"1968","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","36.8","","","","1"
"1969","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","35.0","","","","1"
"1970","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","34.0","","","","1"
"1971","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","45.8","","","","1"
"1972","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","40.5","","","","1"
"1973","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","39.5","","","","1"
"1974","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","29.4","","","","1"
"1975","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","34.0","","","","1"
"1976","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","41.9","","","","1"
"1977","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","49.5","","","","1"
"1978","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","48.6","","","","1"
"1979","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","40.0","","","","1"
"1980","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","36.0","","","","1"
"1981","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","45.5","","","","1"
"1982","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","54.5","","","","1"
"1983","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","41.7","","","","1"
"1984","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","49.4","","","","1"
"1985","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","62.7","","","","1"
"1986","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","54.8","","","","1"
"1987","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","52.4","","","","1"
"1988","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","35.9","","","","1"
"1989","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","44.4","","","","1"
"1990","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","60.0","","","","1"
"1991","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","52.4","","","","1"
"1992","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","68.6","","","","1"
"1993","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","51.8","","","","1"
"1994","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","58.1","","","","1"
"1995","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","53.0","","","","1"
"1996","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","62.6","","","","1"
"1997","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","57.3","","","","1"
"1998","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","60.4","","","","1"
"1999","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","55.8","","","","1"
"2000","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","62.6","","","","1"
"2001","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","51.5","","","","1"
"2002","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","54.0","","","","1"
"2003","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","63.0","","","","1"
"2004","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","67.9","","","","1"
"2005","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","44.7","","","","1"
"2006","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","63.4","","","","1"
"2007","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","58.4","","","","1"
"2008","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","68.7","","","","1"
"2009","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","71.5","","","","1"
"2010","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","55.3","","","","1"
"2011","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","44.4","","","","1"
"2012","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","54.6","","","","1"
"2013","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","75.5","","","","1"
"2014","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","58.2","","","","1"
"2015","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","68.8","","","","1"
"2016","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","72.0","","","","1"
"2017","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","80.4","","","","1"
"2018","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","75.3","","","","1"
"2019","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","76.9","","","","1"
"2020","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","79.9","","","","1"
"2021","Manitoba","2016A000246","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46477","9.2.6","54.8","","","","1"
"1908","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1909","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1910","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1911","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1912","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1913","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1914","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1915","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1916","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1917","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1918","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1919","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1920","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1921","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1922","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1923","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1924","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1925","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1926","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1927","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1928","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1929","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1930","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1931","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1932","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1933","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1934","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1935","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1936","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1937","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1938","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1939","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1940","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1941","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1942","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","","..","","","1"
"1943","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","16.0","","","","1"
"1944","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","14.0","","","","1"
"1945","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","8.0","","","","1"
"1946","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","8.0","","","","1"
"1947","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","0.0","","","","1"
"1948","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","0.0","","","","1"
"1949","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","0.0","","","","1"
"1950","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","0.0","","","","1"
"1951","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","0.0","","","","1"
"1952","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","13.2","","","","1"
"1953","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","14.7","","","","1"
"1954","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","16.0","","","","1"
"1955","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","13.0","","","","1"
"1956","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","16.6","","","","1"
"1957","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","12.5","","","","1"
"1958","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","12.0","","","","1"
"1959","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","15.0","","","","1"
"1960","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","14.5","","","","1"
"1961","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","12.3","","","","1"
"1962","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","18.0","","","","1"
"1963","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","16.9","","","","1"
"1964","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","17.5","","","","1"
"1965","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","16.6","","","","1"
"1966","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","12.4","","","","1"
"1967","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","15.9","","","","1"
"1968","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","20.9","","","","1"
"1969","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","17.9","","","","1"
"1970","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","18.0","","","","1"
"1971","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","20.7","","","","1"
"1972","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","18.1","","","","1"
"1973","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","19.2","","","","1"
"1974","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","17.0","","","","1"
"1975","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","16.7","","","","1"
"1976","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","18.0","","","","1"
"1977","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","25.6","","","","1"
"1978","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","24.3","","","","1"
"1979","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","18.5","","","","1"
"1980","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","16.2","","","","1"
"1981","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","22.5","","","","1"
"1982","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","20.7","","","","1"
"1983","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","18.4","","","","1"
"1984","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","20.0","","","","1"
"1985","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","28.0","","","","1"
"1986","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","25.5","","","","1"
"1987","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","25.8","","","","1"
"1988","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","17.5","","","","1"
"1989","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","15.5","","","","1"
"1990","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","23.3","","","","1"
"1991","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","28.0","","","","1"
"1992","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","28.1","","","","1"
"1993","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","22.0","","","","1"
"1994","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","26.2","","","","1"
"1995","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","23.3","","","","1"
"1996","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","30.4","","","","1"
"1997","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","28.1","","","","1"
"1998","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","29.1","","","","1"
"1999","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","30.6","","","","1"
"2000","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","28.4","","","","1"
"2001","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","26.6","","","","1"
"2002","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","29.8","","","","1"
"2003","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","31.3","","","","1"
"2004","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","30.8","","","","1"
"2005","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","25.7","","","","1"
"2006","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","32.5","","","","1"
"2007","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","28.3","","","","1"
"2008","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","36.9","","","","1"
"2009","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","39.8","","","","1"
"2010","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","31.4","","","","1"
"2011","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","28.3","","","","1"
"2012","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","25.7","","","","1"
"2013","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","41.4","","","","1"
"2014","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","35.1","","","","1"
"2015","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","39.5","","","","1"
"2016","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","37.1","","","","1"
"2017","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","44.0","","","","1"
"2018","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","43.3","","","","1"
"2019","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","42.0","","","","1"
"2020","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","41.4","","","","1"
"2021","Manitoba","2016A000246","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47082","9.2.16","29.7","","","","1"
"1908","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1909","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
"1910","Manitoba","2016A000246","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46772","9.2.11","","..","","","1"
