year,province,Farm products,value
2021,British Columbia,"Wheat (except durum wheat), milling",8.8644
2021,Manitoba,"Wheat (except durum wheat), milling",9.1167
2021,Saskatchewan,"Wheat (except durum wheat), milling",8.9346
2021,Alberta,"Wheat (except durum wheat), milling",9.2169
2021,British Columbia,"Wheat (except durum wheat), milling",9.2169
2021,Manitoba,"Wheat (except durum wheat), milling",9.840599999999998
2021,Saskatchewan,"Wheat (except durum wheat), milling",9.5412
2021,Alberta,"Wheat (except durum wheat), milling",9.7419
2021,British Columbia,"Wheat (except durum wheat), milling",9.7419
2021,Manitoba,"Wheat (except durum wheat), milling",9.571200000000001
2021,Saskatchewan,"Wheat (except durum wheat), milling",9.765899999999998
2021,Alberta,"Wheat (except durum wheat), milling",9.918000000000001
2021,British Columbia,"Wheat (except durum wheat), milling",9.918000000000001
2021,Manitoba,"Wheat (except durum wheat), milling",9.9027
2021,Saskatchewan,"Wheat (except durum wheat), milling",9.5853
2021,Alberta,"Wheat (except durum wheat), milling",10.0428
2021,British Columbia,"Wheat (except durum wheat), milling",10.0428
2021,Manitoba,"Wheat (except durum wheat), milling",10.3521
2021,Saskatchewan,"Wheat (except durum wheat), milling",10.2261
2021,Alberta,"Wheat (except durum wheat), milling",10.360199999999999
2021,British Columbia,"Wheat (except durum wheat), milling",10.360199999999999
2021,Manitoba,"Wheat (except durum wheat), milling",11.2179
2021,Saskatchewan,"Wheat (except durum wheat), milling",11.1627
2021,Alberta,"Wheat (except durum wheat), milling",11.0922
2021,British Columbia,"Wheat (except durum wheat), milling",11.0922
2021,Manitoba,"Wheat (except durum wheat), milling",11.556299999999998
2021,Saskatchewan,"Wheat (except durum wheat), milling",11.8173
2021,Alberta,"Wheat (except durum wheat), milling",11.6382
2021,British Columbia,"Wheat (except durum wheat), milling",11.6382
